Lady Gaga , Rise Against
Crystal Castles , The Offspring
Yeah Yeah Yeahs , The Offspring
Pixies , The Offspring
The Strokes , Rise Against
The Strokes , Cobra Starship
Rise Against , Black Sabbath
Rise Against , Vampire Weekend
Rise Against , Cobra Starship
Rise Against , Taylor Swift
Rise Against , Alice in Chains
Black Sabbath , Vampire Weekend
Black Sabbath , Cobra Starship
Black Sabbath , Taylor Swift
Vampire Weekend , Alice in Chains
The Offspring , Taylor Swift
Weezer , Cobra Starship
Weezer , Taylor Swift
Cobra Starship , The Rolling Stones
Cobra Starship , Tool
Taylor Swift , Alice in Chains
Ke$ha , Tool
Bob Dylan , Belle and Sebastian
The xx , Daft Punk
Tegan and Sara , Daft Punk
Portishead , Regina Spektor
3OH!3 , Red Hot Chili Peppers
Opeth , Blur
The White Stripes , Slayer
Slayer , Blur
Blur , A Perfect Circle
U2 , Belle and Sebastian
U2 , Modest Mouse
Foo Fighters , Belle and Sebastian
Belle and Sebastian , The All-American Rejects
The All-American Rejects , Daft Punk
The All-American Rejects , Pixies
Modest Mouse , Daft Punk
The Kooks , Iron Maiden
The Kooks , Megadeth
Iron Maiden , The Smashing Pumpkins
Death Cab for Cutie , Megadeth
Megadeth , The Smashing Pumpkins
Crystal Castles , Marilyn Manson
Crystal Castles , Evanescence
Crystal Castles , Nightwish
Panic! At the Disco , Nightwish
Daft Punk , Alice in Chains
Queen , Belle and Sebastian
Black Eyed Peas , David Bowie
Black Eyed Peas , The Who
Black Eyed Peas , Belle and Sebastian
Black Eyed Peas , Blur
Black Eyed Peas , Bob Dylan
Black Eyed Peas , The Clash
Britney Spears , The Who
Britney Spears , Belle and Sebastian
Weezer , U2
Rihanna , AC/DC
Rihanna , Belle and Sebastian
The Who , Belle and Sebastian
Belle and Sebastian , The Clash
Beyoncé , The Smiths
The Smiths , Ke$ha
Massive Attack , Katy Perry
Franz Ferdinand , Nine Inch Nails
Keane , Nine Inch Nails
Bullet for My Valentine , Kanye West
The Smiths , Disturbed
The Clash , Disturbed
The Cure , Disturbed
Pixies , Disturbed
Disturbed , Joy Division
Disturbed , David Bowie
Disturbed , The Doors
Joy Division , The Offspring
The Offspring , Ramones
The Offspring , David Bowie
Regina Spektor , All Time Low
Kanye West , Madonna
Slayer , Pixies
The Used , Red Hot Chili Peppers
My Chemical Romance , Disturbed
My Chemical Romance , Guns N' Roses
Cobra Starship , Red Hot Chili Peppers
All Time Low , Guns N' Roses
All Time Low , Red Hot Chili Peppers
U2 , Panic! At the Disco
Slipknot , Depeche Mode
Queens of the Stone Age , Panic! At the Disco
The Strokes , Korn
The Strokes , Nine Inch Nails
Pink Floyd , Panic! At the Disco
Pink Floyd , My Chemical Romance
Panic! At the Disco , Nine Inch Nails
My Chemical Romance , Led Zeppelin
My Chemical Romance , The Smiths
My Chemical Romance , Weezer
The Smiths , The Used
The Who , The Used
The Cure , The All-American Rejects
Queen , The Used
Weezer , The Used
Foo Fighters , The Used
Metallica , Madonna
Metallica , Taylor Swift
Megadeth , Madonna
Megadeth , Taylor Swift
Megadeth , The Smiths
Megadeth , Katy Perry
Megadeth , Bloc Party
Megadeth , The Clash
Black Sabbath , Madonna
Black Sabbath , Katy Perry
Black Sabbath , Bloc Party
Opeth , Madonna
Opeth , Taylor Swift
Opeth , The Smiths
Opeth , Katy Perry
Opeth , Bloc Party
Opeth , The Clash
Madonna , Iron Maiden
Madonna , Rise Against
Madonna , Bloc Party
Madonna , The Clash
Madonna , Slipknot
Madonna , Slayer
Madonna , Red Hot Chili Peppers
Madonna , Children of Bodom
Iron Maiden , Taylor Swift
Iron Maiden , Katy Perry
Iron Maiden , The Clash
Taylor Swift , Rammstein
Taylor Swift , Bloc Party
Taylor Swift , Slayer
Taylor Swift , Red Hot Chili Peppers
Taylor Swift , Children of Bodom
Rise Against , Katy Perry
The Smiths , Slayer
The Smiths , Children of Bodom
Lady Gaga , Slayer
Lady Gaga , Children of Bodom
Katy Perry , Rammstein
Katy Perry , Slayer
Katy Perry , Children of Bodom
Bloc Party , Slipknot
Bloc Party , Slayer
Bloc Party , Children of Bodom
The Clash , Slipknot
The Clash , Slayer
The Clash , Children of Bodom
Nightwish , blink-182
Nightwish , Kings of Leon
Nightwish , Alice in Chains
Disturbed , Kings of Leon
Iron Maiden , Kings of Leon
Björk , Fall Out Boy
Fall Out Boy , Tegan and Sara
A Perfect Circle , Coldplay
Bloc Party , Massive Attack
The xx , Massive Attack
Vampire Weekend , Björk
Modest Mouse , David Bowie
Modest Mouse , Black Sabbath
Belle and Sebastian , Black Sabbath
Black Sabbath , The xx
Black Sabbath , Phoenix
Sigur Rós , The Prodigy
All Time Low , Radiohead
Evanescence , Jimi Hendrix
Ke$ha , Deftones
Ke$ha , Jimi Hendrix
Ramones , Deftones
Ramones , Nightwish
Ramones , Beyoncé
Ramones , Rihanna
Ramones , The Prodigy
Deftones , Madonna
Deftones , Nightwish
Deftones , Phoenix
Deftones , Keane
Deftones , Beyoncé
Deftones , Rihanna
Deftones , Katy Perry
Deftones , Florence + the Machine
Depeche Mode , Nightwish
Depeche Mode , Beyoncé
Nightwish , Beyoncé
Nightwish , Katy Perry
Nightwish , The Smiths
Nightwish , Jimi Hendrix
Nightwish , Michael Jackson
Phoenix , Rihanna
Phoenix , Katy Perry
Beyoncé , Jimi Hendrix
Rihanna , Jimi Hendrix
Florence + the Machine , The Prodigy
Jimi Hendrix , The Prodigy
Jimi Hendrix , Michael Jackson
The Prodigy , Children of Bodom
Nine Inch Nails , Vampire Weekend
Incubus , Pixies
Slipknot , Death Cab for Cutie
Slipknot , Yeah Yeah Yeahs
Queens of the Stone Age , Vampire Weekend
Led Zeppelin , Breaking Benjamin
A Perfect Circle , The Rolling Stones
Guns N' Roses , Breaking Benjamin
The Rolling Stones , Breaking Benjamin
David Bowie , Breaking Benjamin
Breaking Benjamin , Black Sabbath
My Chemical Romance , Daft Punk
The Rolling Stones , 3OH!3
The Rolling Stones , All Time Low
Kanye West , Katy Perry
Kanye West , 3OH!3
Kanye West , Cobra Starship
Kanye West , All Time Low
The Smashing Pumpkins , 3OH!3
The Smashing Pumpkins , Cobra Starship
The Smashing Pumpkins , All Time Low
Daft Punk , Cobra Starship
Children of Bodom , Snow Patrol
Children of Bodom , Yeah Yeah Yeahs
Avenged Sevenfold , Snow Patrol
Avenged Sevenfold , Yeah Yeah Yeahs
Iron Maiden , Snow Patrol
Iron Maiden , My Chemical Romance
Iron Maiden , Yeah Yeah Yeahs
Oasis , Slayer
Guns N' Roses , Slayer
Aerosmith , Slayer
Jimi Hendrix , Slayer
Jimi Hendrix , Children of Bodom
Interpol , My Chemical Romance
My Chemical Romance , Pearl Jam
My Chemical Romance , Blur
Regina Spektor , Led Zeppelin
Regina Spektor , Jimi Hendrix
Regina Spektor , AC/DC
Beck , Guns N' Roses
Red Hot Chili Peppers , Belle and Sebastian
3OH!3 , Korn
3OH!3 , Rammstein
Nine Inch Nails , Aerosmith
Pink Floyd , Florence + the Machine
Sigur Rós , Alice in Chains
Sigur Rós , Breaking Benjamin
Modest Mouse , Florence + the Machine
Modest Mouse , A Perfect Circle
Modest Mouse , Breaking Benjamin
Massive Attack , Breaking Benjamin
Queens of the Stone Age , Breaking Benjamin
Alice in Chains , Breaking Benjamin
Florence + the Machine , Breaking Benjamin
Snow Patrol , Tegan and Sara
Tegan and Sara , The Prodigy
The Clash , Massive Attack
Modest Mouse , Amy Winehouse
Sigur Rós , Amy Winehouse
Daft Punk , Korn
Rammstein , Jimi Hendrix
Korn , Jimi Hendrix
Jimi Hendrix , Marilyn Manson
Modest Mouse , All Time Low
Modest Mouse , Bullet for My Valentine
The Smiths , All Time Low
All Time Low , Blur
All Time Low , Nine Inch Nails
Eminem , David Bowie
Rise Against , Keane
Avenged Sevenfold , Keane
Keane , Slipknot
Regina Spektor , Three Days Grace
Three Days Grace , Depeche Mode
Three Days Grace , Yeah Yeah Yeahs
Evanescence , The White Stripes
Papa Roach , Sigur Rós
Rammstein , Cobra Starship
Rammstein , Sigur Rós
Cobra Starship , Nightwish
Cobra Starship , Sigur Rós
Cobra Starship , Kings of Leon
Sigur Rós , Ke$ha
Breaking Benjamin , Ke$ha
Eminem , Belle and Sebastian
Florence + the Machine , Pixies
Ke$ha , Pixies
Crystal Castles , Deftones
Crystal Castles , Opeth
Crystal Castles , Bob Dylan
Nightwish , Aerosmith
Slayer , The Doors
Children of Bodom , The Doors
Amy Winehouse , Beck
Rammstein , Belle and Sebastian
Queens of the Stone Age , Crystal Castles
Crystal Castles , Amy Winehouse
Joy Division , Amy Winehouse
The Smiths , Linkin Park
Panic! At the Disco , Joy Division
Joy Division , Linkin Park
Ramones , Rise Against
Queens of the Stone Age , The Clash
Kanye West , Belle and Sebastian
Disturbed , Slayer
Paramore , The Clash
Bloc Party , Black Eyed Peas
Beyoncé , The Clash
Megadeth , Gorillaz
Megadeth , Crystal Castles
Jimi Hendrix , Crystal Castles
Daft Punk , Slayer
Iron Maiden , Crystal Castles
The Who , Crystal Castles
The Doors , Crystal Castles
Black Sabbath , Crystal Castles
Crystal Castles , Guns N' Roses
Michael Jackson , The All-American Rejects
The All-American Rejects , Pearl Jam
Pearl Jam , Fall Out Boy
Arctic Monkeys , Nightwish
Cobra Starship , Franz Ferdinand
The Offspring , Black Eyed Peas
Ke$ha , Franz Ferdinand
Franz Ferdinand , Nightwish
Breaking Benjamin , AC/DC
Bullet for My Valentine , Queens of the Stone Age
Bullet for My Valentine , The Rolling Stones
Bullet for My Valentine , Daft Punk
AC/DC , The xx
All Time Low , Led Zeppelin
All Time Low , Snow Patrol
All Time Low , Gorillaz
The Used , Gorillaz
The Used , Christina Aguilera
Papa Roach , Christina Aguilera
Rise Against , Snow Patrol
Rise Against , Christina Aguilera
Cobra Starship , Queen
Avenged Sevenfold , Depeche Mode
AC/DC , Deftones
Megadeth , Depeche Mode
Megadeth , Joy Division
Black Sabbath , Deftones
Iron Maiden , Depeche Mode
Queens of the Stone Age , Disturbed
Deftones , The Who
Disturbed , The Who
Kings of Leon , Evanescence
Joy Division , Snow Patrol
Nine Inch Nails , Nickelback
Rammstein , Beyoncé
Rise Against , Beyoncé
Rise Against , Franz Ferdinand
Rihanna , Led Zeppelin
Beyoncé , Led Zeppelin
Vampire Weekend , Deftones
The Strokes , Deftones
The xx , Panic! At the Disco
Bloc Party , Deftones
Deftones , Panic! At the Disco
Guns N' Roses , Eminem
Avenged Sevenfold , 3OH!3
Nightwish , Daft Punk
Nightwish , Oasis
Nightwish , The Clash
Eminem , Ramones
Eminem , The Clash
The Rolling Stones , Panic! At the Disco
Daft Punk , Evanescence
Daft Punk , Panic! At the Disco
Evanescence , The Clash
3OH!3 , The Clash
3OH!3 , Slipknot
Ramones , Britney Spears
The Clash , Ke$ha
Slipknot , Britney Spears
Black Eyed Peas , Papa Roach
Beyoncé , Three Days Grace
Michael Jackson , Papa Roach
Three Days Grace , Rihanna
Panic! At the Disco , Christina Aguilera
Britney Spears , Papa Roach
A Perfect Circle , Arctic Monkeys
A Perfect Circle , The Killers
Arctic Monkeys , Children of Bodom
Alice in Chains , Children of Bodom
Children of Bodom , Kasabian
Children of Bodom , Coldplay
Children of Bodom , Depeche Mode
Bullet for My Valentine , Taylor Swift
Kasabian , Nightwish
Florence + the Machine , Led Zeppelin
Nightwish , David Bowie
Guns N' Roses , Sigur Rós
Sigur Rós , Oasis
Aerosmith , Evanescence
Evanescence , The Doors
Massive Attack , Keane
Regina Spektor , The Prodigy
Portishead , Kings of Leon
Three Days Grace , Katy Perry
Iron Maiden , Kanye West
Eminem , Children of Bodom
Eminem , Weezer
Led Zeppelin , Ke$ha
AC/DC , Kanye West
David Bowie , Megadeth
David Bowie , Children of Bodom
Megadeth , Kanye West
Megadeth , Ke$ha
Megadeth , Yeah Yeah Yeahs
Megadeth , Michael Jackson
Children of Bodom , Kanye West
Children of Bodom , Ke$ha
Children of Bodom , Ramones
Children of Bodom , Daft Punk
Children of Bodom , Michael Jackson
Kanye West , Disturbed
Kanye West , Ramones
Ke$ha , Disturbed
Disturbed , Michael Jackson
Sigur Rós , Ramones
The Prodigy , Amy Winehouse
Massive Attack , blink-182
blink-182 , Portishead
blink-182 , Amy Winehouse
Katy Perry , Portishead
Slayer , Amy Winehouse
Pixies , Snow Patrol
Snow Patrol , Alice in Chains
MGMT , Alice in Chains
Iron Maiden , The Used
The Used , Children of Bodom
Depeche Mode , Opeth
Björk , Beyoncé
Keane , A Perfect Circle
Amy Winehouse , Opeth
Lily Allen , A Perfect Circle
Lily Allen , Opeth
A Perfect Circle , Beyoncé
Opeth , Beyoncé
My Chemical Romance , Madonna
The Used , Madonna
Three Days Grace , Madonna
All Time Low , Sigur Rós
Paramore , A Perfect Circle
Breaking Benjamin , Nine Inch Nails
Green Day , A Perfect Circle
The All-American Rejects , A Perfect Circle
The All-American Rejects , Nine Inch Nails
Snow Patrol , A Perfect Circle
Paramore , Queens of the Stone Age
Deftones , The Clash
Korn , Cobra Starship
Korn , Lily Allen
Korn , The Kooks
Cobra Starship , Foo Fighters
Cobra Starship , Ramones
Cobra Starship , Slipknot
The Clash , Kasabian
AC/DC , Björk
U2 , Taylor Swift
Black Eyed Peas , Aerosmith
My Chemical Romance , Aerosmith
Aerosmith , The All-American Rejects
Black Eyed Peas , Keane
Joy Division , Katy Perry
Joy Division , Guns N' Roses
Metallica , Sigur Rós
Tool , Belle and Sebastian
The Offspring , Sigur Rós
The Offspring , Massive Attack
System of a Down , Belle and Sebastian
A Perfect Circle , Belle and Sebastian
A Perfect Circle , The Who
Belle and Sebastian , Incubus
The Who , Massive Attack
The xx , 3OH!3
Cobra Starship , Björk
Cobra Starship , Belle and Sebastian
3OH!3 , Björk
3OH!3 , Belle and Sebastian
3OH!3 , Sigur Rós
blink-182 , Kanye West
Death Cab for Cutie , Rise Against
Modest Mouse , Cobra Starship
Kanye West , Rise Against
3OH!3 , Weezer
Three Days Grace , The Smashing Pumpkins
Crystal Castles , Rise Against
Crystal Castles , The All-American Rejects
All Time Low , Bob Dylan
Britney Spears , Rise Against
Britney Spears , The Used
Ke$ha , Bob Dylan
Panic! At the Disco , Bob Dylan
Panic! At the Disco , Katy Perry
The Used , Bob Dylan
The Used , Katy Perry
Bob Dylan , 3OH!3
Bob Dylan , Cobra Starship
Joy Division , Britney Spears
Bullet for My Valentine , Jimi Hendrix
Alice in Chains , Three Days Grace
Jimi Hendrix , 30 Seconds to Mars
Jimi Hendrix , Three Days Grace
Lily Allen , Jimi Hendrix
David Bowie , Papa Roach
The Clash , Papa Roach
Linkin Park , Pixies
Massive Attack , The Strokes
Pixies , Eminem
Crystal Castles , Black Eyed Peas
Crystal Castles , My Chemical Romance
The Used , Black Eyed Peas
Korn , All Time Low
Korn , The All-American Rejects
Slipknot , The All-American Rejects
The Rolling Stones , Deftones
Opeth , Pixies
Breaking Benjamin , Pixies
Three Days Grace , Pixies
Led Zeppelin , Britney Spears
Opeth , Aerosmith
Breaking Benjamin , Aerosmith
Three Days Grace , David Bowie
Tegan and Sara , Weezer
Tegan and Sara , Panic! At the Disco
AC/DC , A Perfect Circle
Eminem , Keane
Arctic Monkeys , Slayer
The Strokes , Slayer
Slayer , The Kooks
Rihanna , The Offspring
Weezer , Sigur Rós
The All-American Rejects , The Clash
A Perfect Circle , Black Eyed Peas
Portishead , Black Eyed Peas
Black Eyed Peas , Depeche Mode
Taylor Swift , Placebo
Joy Division , The Used
Sigur Rós , The Used
The Used , Depeche Mode
Black Sabbath , Panic! At the Disco
Black Sabbath , Regina Spektor
Black Sabbath , The Kooks
Black Sabbath , Franz Ferdinand
Regina Spektor , Ramones
The Kooks , Nightwish
Lily Allen , Beck
Amy Winehouse , Jimi Hendrix
Kanye West , Jimi Hendrix
My Chemical Romance , Portishead
Avril Lavigne , Portishead
Taylor Swift , Portishead
Rihanna , Portishead
Fall Out Boy , Portishead
Britney Spears , Portishead
Lily Allen , Portishead
Christina Aguilera , Portishead
All Time Low , The Clash
The Clash , Breaking Benjamin
Britney Spears , Children of Bodom
The Smiths , Korn
The Who , Korn
The Who , Marilyn Manson
Megadeth , The All-American Rejects
Iron Maiden , All Time Low
Iron Maiden , 3OH!3
3OH!3 , Children of Bodom
Franz Ferdinand , Katy Perry
Florence + the Machine , Cobra Starship
Cobra Starship , Blur
Cobra Starship , Keane
Tegan and Sara , Evanescence
Tegan and Sara , Beyoncé
Panic! At the Disco , Amy Winehouse
Cobra Starship , Tegan and Sara
Crystal Castles , Taylor Swift
The Kooks , Alice in Chains
Britney Spears , Alice in Chains
Lily Allen , AC/DC
The All-American Rejects , Sigur Rós
Christina Aguilera , Weezer
Christina Aguilera , Pearl Jam
Alice in Chains , Katy Perry
Breaking Benjamin , Christina Aguilera
Belle and Sebastian , Linkin Park
The xx , Evanescence
Alice in Chains , Black Eyed Peas
Madonna , AC/DC
Madonna , Disturbed
Korn , Black Eyed Peas
Black Eyed Peas , Deftones
Black Eyed Peas , Disturbed
Deftones , 3OH!3
Deftones , Lily Allen
Disturbed , Lily Allen
3OH!3 , Pearl Jam
Franz Ferdinand , Deftones
Deftones , Yeah Yeah Yeahs
A Perfect Circle , Kings of Leon
Interpol , Disturbed
Snow Patrol , Disturbed
Interpol , Avenged Sevenfold
Alice in Chains , Crystal Castles
Three Days Grace , The Who
Breaking Benjamin , The Who
Interpol , Guns N' Roses
Interpol , Nickelback
Avenged Sevenfold , Crystal Castles
Avenged Sevenfold , Kings of Leon
The Used , Florence + the Machine
Crystal Castles , Papa Roach
Regina Spektor , Papa Roach
Cobra Starship , The Smiths
Queens of the Stone Age , Three Days Grace
Disturbed , Death Cab for Cutie
Michael Jackson , Rise Against
Belle and Sebastian , Fall Out Boy
Pixies , Panic! At the Disco
Pearl Jam , Panic! At the Disco
Megadeth , Phoenix
Megadeth , Pixies
Children of Bodom , Phoenix
Children of Bodom , Pixies
Pixies , Jimi Hendrix
Michael Jackson , Bullet for My Valentine
Bloc Party , Eminem
Rise Against , Daft Punk
Death Cab for Cutie , Children of Bodom
Death Cab for Cutie , Korn
The Strokes , Children of Bodom
Nine Inch Nails , Madonna
The Who , Madonna
The Who , Amy Winehouse
Korn , Taylor Swift
Korn , Ke$ha
Taylor Swift , Papa Roach
Lily Allen , Bob Dylan
Franz Ferdinand , Slayer
Coldplay , Slayer
Interpol , Slayer
The Who , Panic! At the Disco
Panic! At the Disco , Alice in Chains
Depeche Mode , Slayer
Bob Dylan , Slayer
Daft Punk , Nickelback
Ramones , A Perfect Circle
The Prodigy , 3OH!3
Pink Floyd , Madonna
Slipknot , Portishead
Portishead , Green Day
Portishead , Avenged Sevenfold
Portishead , Panic! At the Disco
Portishead , The All-American Rejects
30 Seconds to Mars , The Smiths
Amy Winehouse , Alice in Chains
Beyoncé , Alice in Chains
Beyoncé , Portishead
Florence + the Machine , The Who
All Time Low , David Bowie
Bob Dylan , Rammstein
Avenged Sevenfold , Beyoncé
Avenged Sevenfold , Black Eyed Peas
Cobra Starship , Iron Maiden
Iron Maiden , Beyoncé
Iron Maiden , Black Eyed Peas
The Who , Fall Out Boy
Alice in Chains , Belle and Sebastian
Black Eyed Peas , Pink Floyd
Snow Patrol , Queens of the Stone Age
Belle and Sebastian , Kasabian
Belle and Sebastian , Paramore
Children of Bodom , Pearl Jam
Children of Bodom , Joy Division
Breaking Benjamin , Joy Division
Nickelback , Modest Mouse
Kasabian , Rihanna
The Offspring , Christina Aguilera
Death Cab for Cutie , Slayer
Korn , Amy Winehouse
Children of Bodom , Amy Winehouse
Nine Inch Nails , Avril Lavigne
Daft Punk , Avril Lavigne
The Used , Aerosmith
Vampire Weekend , A Perfect Circle
A Perfect Circle , My Chemical Romance
Interpol , Amy Winehouse
Opeth , Joy Division
